time,temperature,windspeed,winddirection
2022-04-13T08:00,7.7,8.7,138
2022-04-13T09:00,9.4,10.2,148
2022-04-13T10:00,10.8,9.2,149
2022-04-13T11:00,11.8,10.0,150
2022-04-13T12:00,12.7,10.8,159
2022-04-13T13:00,13.6,9.6,160
2022-04-13T14:00,14.1,8.9,159
2022-04-13T15:00,14.4,8.2,157
2022-04-13T16:00,14.4,8.4,149
2022-04-13T17:00,13.9,10.0,139
2022-04-13T18:00,12.7,8.7,132
2022-04-13T19:00,11.3,7.7,118
2022-04-13T20:00,10.3,9.7,129
2022-04-13T21:00,9.4,9.7,135
2022-04-13T22:00,8.7,8.7,142
2022-04-13T23:00,8.1,9.5,143
2022-04-14T00:00,7.7,10.3,144
2022-04-14T01:00,7.3,10.6,145
2022-04-14T02:00,6.8,10.7,147
2022-04-14T03:00,6.5,10.5,153
2022-04-14T04:00,6.2,9.7,153
2022-04-14T05:00,6.0,10.8,154
2022-04-14T06:00,6.7,11.0,157
2022-04-14T07:00,8.2,11.5,166
2022-04-14T08:00,10.1,13.7,166
2022-04-14T09:00,12.0,15.9,162
2022-04-14T10:00,13.8,16.2,168
2022-04-14T11:00,15.2,16.8,171
2022-04-14T12:00,16.0,16.2,176
2022-04-14T13:00,17.2,14.8,179
2022-04-14T14:00,18.0,14.0,180
2022-04-14T15:00,18.4,13.4,185
2022-04-14T16:00,18.6,11.3,189
2022-04-14T17:00,17.9,8.3,180
2022-04-14T18:00,16.2,9.0,157
2022-04-14T19:00,14.7,9.3,164
2022-04-14T20:00,13.7,8.6,178
2022-04-14T21:00,13.4,7.9,204
2022-04-14T22:00,13.2,7.1,204
2022-04-14T23:00,13.1,6.6,241
2022-04-15T00:00,13.0,4.8,257
2022-04-15T01:00,12.2,9.7,297
2022-04-15T02:00,11.5,19.4,317
2022-04-15T03:00,10.4,16.9,12
2022-04-15T04:00,9.5,10.2,318
2022-04-15T05:00,9.3,7.3,303
2022-04-15T06:00,9.5,10.0,285
2022-04-15T07:00,9.6,8.9,291
2022-04-15T08:00,9.8,11.6,306
2022-04-15T09:00,10.8,12.5,303
2022-04-15T10:00,11.8,14.5,316
2022-04-15T11:00,11.4,17.5,323
2022-04-15T12:00,10.2,11.9,335
2022-04-15T13:00,10.3,8.3,326
2022-04-15T14:00,12.9,10.2,309
2022-04-15T15:00,13.7,13.2,305
2022-04-15T16:00,13.2,13.9,307
2022-04-15T17:00,11.3,13.5,335
2022-04-15T18:00,10.9,14.7,343
2022-04-15T19:00,10.3,15.7,351
2022-04-15T20:00,9.4,16.4,351
2022-04-15T21:00,8.4,15.5,356
2022-04-15T22:00,8.3,16.2,359
2022-04-15T23:00,7.4,20.7,7
2022-04-16T00:00,6.8,20.5,15
2022-04-16T01:00,6.1,20.5,11
2022-04-16T02:00,5.2,20.3,6
2022-04-16T03:00,5.2,21.7,15
2022-04-16T04:00,4.6,21.5,18
2022-04-16T05:00,3.7,20.2,5
2022-04-16T06:00,3.1,21.3,11
2022-04-16T07:00,3.5,22.7,15
2022-04-16T08:00,4.4,22.8,18
2022-04-16T09:00,5.6,22.8,18
2022-04-16T10:00,7.2,22.2,17
2022-04-16T11:00,8.4,22.3,14
2022-04-16T12:00,9.3,22.1,12
2022-04-16T13:00,9.6,21.5,10
2022-04-16T14:00,9.8,21.4,8
2022-04-16T15:00,9.8,21.1,8
2022-04-16T16:00,9.6,21.0,7
2022-04-16T17:00,9.3,20.2,5
2022-04-16T18:00,8.8,17.0,5
2022-04-16T19:00,7.8,14.6,9
2022-04-16T20:00,6.6,18.8,7
2022-04-16T21:00,5.8,15.6,19
2022-04-16T22:00,5.3,13.8,6
2022-04-16T23:00,4.6,13.0,3
2022-04-17T00:00,4.1,10.9,6
2022-04-17T01:00,3.5,10.5,356
2022-04-17T02:00,3.1,9.7,358
2022-04-17T03:00,2.7,8.7,353
2022-04-17T04:00,2.5,9.2,349
2022-04-17T05:00,2.5,9.2,349
2022-04-17T06:00,2.8,10.5,354
2022-04-17T07:00,3.6,10.9,352
2022-04-17T08:00,4.8,10.9,354
2022-04-17T09:00,5.9,10.1,6
2022-04-17T10:00,7.2,10.6,18
2022-04-17T11:00,8.1,10.8,15
2022-04-17T12:00,9.1,11.2,15
2022-04-17T13:00,9.9,10.9,8
2022-04-17T14:00,10.5,11.6,7
2022-04-17T15:00,10.7,12.7,8
2022-04-17T16:00,10.5,14.1,13
2022-04-17T17:00,10.1,13.6,11
2022-04-17T18:00,9.5,12.8,16
2022-04-17T19:00,9.0,10.3,36
2022-04-17T20:00,8.5,7.5,55
2022-04-17T21:00,7.7,7.6,31
2022-04-17T22:00,6.7,11.4,55
2022-04-17T23:00,5.8,8.6,92
2022-04-18T00:00,5.4,5.8,97
2022-04-18T01:00,4.9,6.4,38
2022-04-18T02:00,4.3,7.9,39
2022-04-18T03:00,3.7,8.2,41
2022-04-18T04:00,3.2,9.2,42
2022-04-18T05:00,2.9,8.9,43
2022-04-18T06:00,3.4,10.9,46
2022-04-18T07:00,4.7,11.2,48
2022-04-18T08:00,6.2,12.3,50
2022-04-18T09:00,7.3,13.5,42
2022-04-18T10:00,8.2,14.3,34
2022-04-18T11:00,9.0,14.2,27
2022-04-18T12:00,9.8,16.6,24
2022-04-18T13:00,10.3,16.9,24
2022-04-18T14:00,10.7,16.4,19
2022-04-18T15:00,10.7,16.4,15
2022-04-18T16:00,10.7,17.2,16
2022-04-18T17:00,10.1,17.2,20
2022-04-18T18:00,9.7,14.2,24
2022-04-18T19:00,8.7,13.8,75
2022-04-18T20:00,6.8,15.3,117
2022-04-18T21:00,6.3,8.2,105
2022-04-18T22:00,6.6,7.1,15
2022-04-18T23:00,6.3,11.4,11
2022-04-19T00:00,4.0,13.6,37
2022-04-19T01:00,4.1,7.9,60
2022-04-19T02:00,4.0,10.0,75
2022-04-19T03:00,3.8,10.4,70
2022-04-19T04:00,3.7,10.6,72
2022-04-19T05:00,3.1,10.9,84
2022-04-19T06:00,2.8,12.3,97
2022-04-19T07:00,2.9,13.5,99
2022-04-19T08:00,3.9,14.1,87
2022-04-19T09:00,4.0,13.3,93
2022-04-19T10:00,4.3,10.6,100
2022-04-19T11:00,5.8,7.3,110
2022-04-19T12:00,6.6,5.4,98
2022-04-19T13:00,6.4,4.8,48
2022-04-19T14:00,6.9,4.9,54
2022-04-19T15:00,7.6,4.4,81
2022-04-19T16:00,7.7,3.6,84
2022-04-19T17:00,7.7,3.8,73
2022-04-19T18:00,7.5,1.1,18
2022-04-19T19:00,6.7,3.8,253
2022-04-19T20:00,6.2,6.0,253
2022-04-19T21:00,5.6,5.8,292
2022-04-19T22:00,5.3,8.0,342
2022-04-19T23:00,4.6,8.2,331
2022-04-20T00:00,4.2,10.4,290
2022-04-20T01:00,4.4,12.7,285
2022-04-20T02:00,4.7,12.3,291
2022-04-20T03:00,4.9,12.5,288
2022-04-20T04:00,4.8,13.0,289
2022-04-20T05:00,4.6,10.5,286
2022-04-20T06:00,4.5,14.4,273
2022-04-20T07:00,5.0,11.8,290
2022-04-20T08:00,5.3,9.7,292
2022-04-20T09:00,5.3,10.3,295
2022-04-20T10:00,5.4,11.1,283
2022-04-20T11:00,5.7,10.9,287
2022-04-20T12:00,5.9,8.8,289
2022-04-20T13:00,5.9,6.7,286
2022-04-20T14:00,6.0,8.3,272
2022-04-20T15:00,6.1,8.3,275
2022-04-20T16:00,6.1,7.4,284
2022-04-20T17:00,6.1,6.9,279
2022-04-20T18:00,6.0,9.4,274
2022-04-20T19:00,6.1,6.2,291
2022-04-20T20:00,6.1,5.9,284
2022-04-20T21:00,6.1,6.3,283
2022-04-20T22:00,6.1,4.1,285
2022-04-20T23:00,6.1,5.4,290
2022-04-21T00:00,6.1,5.2,286
2022-04-21T01:00,6.3,5.8,292
2022-04-21T02:00,6.4,5.2,326
2022-04-21T03:00,6.5,5.4,356
2022-04-21T04:00,6.5,5.4,20
2022-04-21T05:00,6.5,5.8,353
2022-04-21T06:00,6.5,7.4,346
2022-04-21T07:00,6.9,9.7,4
2022-04-21T08:00,7.0,7.6,352
2022-04-21T09:00,7.1,8.1,328
2022-04-21T10:00,7.4,10.5,329
2022-04-21T11:00,7.7,11.9,346
2022-04-21T12:00,7.5,10.8,356
2022-04-21T13:00,8.2,8.0,342
2022-04-21T14:00,8.7,8.0,355
2022-04-21T15:00,8.9,6.3,13
2022-04-21T16:00,8.6,1.6,333
2022-04-21T17:00,8.4,3.6,6
2022-04-21T18:00,8.2,4.4,9
2022-04-21T19:00,8.0,5.3,28
2022-04-21T20:00,7.7,5.6,45
2022-04-21T21:00,7.5,5.8,60
2022-04-21T22:00,7.4,5.2,74
2022-04-21T23:00,7.3,6.0,73
2022-04-22T00:00,7.1,7.1,66
2022-04-22T01:00,7.1,8.4,50
2022-04-22T02:00,7.0,8.5,54
2022-04-22T03:00,6.9,9.6,56
2022-04-22T04:00,7.1,14.8,77
2022-04-22T05:00,6.8,17.0,96
2022-04-22T06:00,6.8,14.4,90
2022-04-22T07:00,7.5,16.0,82
2022-04-22T08:00,8.5,17.3,92
2022-04-22T09:00,9.6,16.6,92
2022-04-22T10:00,10.8,17.4,77
2022-04-22T11:00,11.3,19.1,68
2022-04-22T12:00,11.0,20.1,66
2022-04-22T13:00,11.2,18.8,70
2022-04-22T14:00,11.0,18.0,70
2022-04-22T15:00,10.5,16.6,66
2022-04-22T16:00,10.2,14.3,62
2022-04-22T17:00,9.8,14.8,56
2022-04-22T18:00,9.4,12.8,50
2022-04-22T19:00,8.4,8.5,36
2022-04-22T20:00,7.8,8.6,33
2022-04-22T21:00,7.2,7.5,35
2022-04-22T22:00,6.7,7.9,30
2022-04-22T23:00,6.0,8.0,36
2022-04-23T00:00,5.5,6.2,36
2022-04-23T01:00,6.1,4.7,351
2022-04-23T02:00,6.4,6.7,324
2022-04-23T03:00,6.4,8.9,328
2022-04-23T04:00,6.4,11.1,347
2022-04-23T05:00,6.4,9.8,352
2022-04-23T06:00,6.6,11.4,349
2022-04-23T07:00,7.5,13.2,11
2022-04-23T08:00,7.9,9.7,22
2022-04-23T09:00,9.3,9.1,353
2022-04-23T10:00,8.6,11.4,332
2022-04-23T11:00,8.9,13.3,327
2022-04-23T12:00,8.8,11.5,328
2022-04-23T13:00,9.8,10.7,320
2022-04-23T14:00,10.1,9.7,312
2022-04-23T15:00,10.6,9.5,335
2022-04-23T16:00,11.3,7.6,352
2022-04-23T17:00,11.0,6.6,315
2022-04-23T18:00,10.3,11.5,311
2022-04-23T19:00,9.0,10.1,305
2022-04-23T20:00,8.3,8.3,288
2022-04-23T21:00,7.7,10.3,282
2022-04-23T22:00,7.3,12.0,291
2022-04-23T23:00,6.7,10.5,274
2022-04-24T00:00,6.4,13.4,284
2022-04-24T01:00,6.2,12.6,301
2022-04-24T02:00,5.4,10.5,301
2022-04-24T03:00,5.2,9.2,291
2022-04-24T04:00,5.7,9.2,281
2022-04-24T05:00,6.0,7.9,286
2022-04-24T06:00,6.5,6.7,286
2022-04-24T07:00,7.5,7.0,325
2022-04-24T08:00,9.3,7.2,357
2022-04-24T09:00,10.9,7.2,18
2022-04-24T10:00,12.3,5.8,22
2022-04-24T11:00,13.1,3.7,29
2022-04-24T12:00,12.9,8.0,18
2022-04-24T13:00,13.4,7.7,37
2022-04-24T14:00,14.2,9.5,37
2022-04-24T15:00,14.6,10.0,52
2022-04-24T16:00,14.3,12.6,59
2022-04-24T17:00,13.7,12.7,65
2022-04-24T18:00,12.8,13.2,55
2022-04-24T19:00,11.9,13.1,58
2022-04-24T20:00,11.6,12.9,72
2022-04-24T21:00,11.2,12.8,79
2022-04-24T22:00,10.8,13.5,74
2022-04-24T23:00,9.7,4.9,287
2022-04-25T00:00,9.2,13.6,40
2022-04-25T01:00,8.5,16.1,42
2022-04-25T02:00,8.1,14.5,48
2022-04-25T03:00,7.7,13.5,44
2022-04-25T04:00,7.4,14.0,48
2022-04-25T05:00,7.3,12.5,51
2022-04-25T06:00,7.2,12.5,39
2022-04-25T07:00,7.0,12.2,34
2022-04-25T08:00,7.3,10.6,35
2022-04-25T09:00,8.0,10.5,27
2022-04-25T10:00,8.2,11.1,29
2022-04-25T11:00,8.5,11.1,25
2022-04-25T12:00,9.0,12.0,16
2022-04-25T13:00,10.3,12.1,12
2022-04-25T14:00,10.4,12.3,7
2022-04-25T15:00,10.3,12.3,3
2022-04-25T16:00,9.9,11.9,360
2022-04-25T17:00,9.6,12.1,350
2022-04-25T18:00,9.2,11.4,342
2022-04-25T19:00,8.9,7.1,311
2022-04-25T20:00,8.7,9.9,327
2022-04-25T21:00,8.6,10.3,331
2022-04-25T22:00,8.4,9.7,333
2022-04-25T23:00,8.1,9.0,323
2022-04-26T00:00,7.7,9.2,309
2022-04-26T01:00,7.5,9.7,315
2022-04-26T02:00,7.2,9.9,316
2022-04-26T03:00,7.0,9.7,315
2022-04-26T04:00,6.9,9.7,309
2022-04-26T05:00,6.8,10.0,311
2022-04-26T06:00,6.8,9.9,314
2022-04-26T07:00,6.8,8.9,313
2022-04-26T08:00,6.8,8.7,312
2022-04-26T09:00,6.9,8.2,311
2022-04-26T10:00,6.9,8.2,311
2022-04-26T11:00,7.0,7.2,307
2022-04-26T12:00,7.3,6.0,295
2022-04-26T13:00,8.0,5.8,274
2022-04-26T14:00,8.5,5.2,258
2022-04-26T15:00,9.7,4.3,228
2022-04-26T16:00,11.1,4.1,232
2022-04-26T17:00,11.2,4.6,252
2022-04-26T18:00,10.5,4.7,261
2022-04-26T19:00,9.5,5.4,278
2022-04-26T20:00,8.9,5.5,302
2022-04-26T21:00,8.0,5.3,298
2022-04-26T22:00,7.6,6.5,289
2022-04-26T23:00,7.5,6.6,299
2022-04-27T00:00,7.0,6.8,302
2022-04-27T01:00,6.7,6.9,317
2022-04-27T02:00,6.5,6.1,320
2022-04-27T03:00,6.2,4.6,315
2022-04-27T04:00,6.1,3.3,347
2022-04-27T05:00,6.2,2.6,16
2022-04-27T06:00,7.4,3.6,6
2022-04-27T07:00,8.9,6.3,13
2022-04-27T08:00,10.6,6.3,31
2022-04-27T09:00,12.2,6.3,31
2022-04-27T10:00,13.6,7.3,33
2022-04-27T11:00,14.5,10.1,35
2022-04-27T12:00,15.1,11.6,36
2022-04-27T13:00,15.0,11.0,38
2022-04-27T14:00,14.6,11.1,36
2022-04-27T15:00,14.3,10.2,32
2022-04-27T16:00,14.2,8.1,32
2022-04-27T17:00,13.9,5.6,50
2022-04-27T18:00,13.3,8.1,69
2022-04-27T19:00,12.1,11.3,63
2022-04-27T20:00,11.2,10.7,70
2022-04-27T21:00,10.1,8.3,90
2022-04-27T22:00,9.6,7.2,84
2022-04-27T23:00,9.1,6.4,63
2022-04-28T00:00,8.4,6.7,54
2022-04-28T01:00,7.8,7.1,60
2022-04-28T02:00,7.7,5.8,86
2022-04-28T03:00,7.4,7.4,129
2022-04-28T04:00,6.8,7.8,146
2022-04-28T05:00,6.5,3.0,104
2022-04-28T06:00,7.6,3.1,69
2022-04-28T07:00,9.1,3.4,72
2022-04-28T08:00,10.7,4.4,35
2022-04-28T09:00,12.5,4.3,42
2022-04-28T10:00,13.8,6.4,16
2022-04-28T11:00,14.1,9.6,347
2022-04-28T12:00,14.5,10.5,356
2022-04-28T13:00,14.0,13.3,360
2022-04-28T14:00,14.6,13.9,17
2022-04-28T15:00,14.1,13.8,20
2022-04-28T16:00,13.5,14.7,17
2022-04-28T17:00,12.9,16.9,20
2022-04-28T18:00,11.7,15.5,31
2022-04-28T19:00,10.9,10.2,45
2022-04-28T20:00,10.1,6.9,84
2022-04-28T21:00,10.4,7.8,124
2022-04-28T22:00,10.2,8.2,142
2022-04-28T23:00,9.9,8.0,153
2022-04-29T00:00,9.7,6.4,153
2022-04-29T01:00,9.5,5.0,159
2022-04-29T02:00,9.0,4.2,211
2022-04-29T03:00,8.4,4.7,238
2022-04-29T04:00,7.8,5.0,240
2022-04-29T05:00,8.0,4.7,247
2022-04-29T06:00,9.2,4.7,238
2022-04-29T07:00,10.4,5.9,227
2022-04-29T08:00,11.9,6.8,245
2022-04-29T09:00,12.2,5.4,262
2022-04-29T10:00,12.9,7.2,270
2022-04-29T11:00,13.4,7.4,284
2022-04-29T12:00,15.0,8.0,275
2022-04-29T13:00,15.9,9.4,266
2022-04-29T14:00,16.4,13.7,272
2022-04-29T15:00,16.3,13.7,275
2022-04-29T16:00,16.1,10.7,312
2022-04-29T17:00,14.6,17.6,11
2022-04-29T18:00,13.4,12.4,26
2022-04-29T19:00,13.1,8.9,43
2022-04-29T20:00,12.1,7.0,55
2022-04-29T21:00,11.1,5.8,83
2022-04-29T22:00,10.4,5.5,101
2022-04-29T23:00,9.7,5.2,102
2022-04-30T00:00,9.2,4.4,99
2022-04-30T01:00,8.9,2.1,121
2022-04-30T02:00,8.5,1.8,101
2022-04-30T03:00,8.2,1.9,68
2022-04-30T04:00,7.8,3.1,45
2022-04-30T05:00,7.9,4.7,32
2022-04-30T06:00,9.1,5.4,42
2022-04-30T07:00,10.7,5.4,42
2022-04-30T08:00,12.4,5.9,38
2022-04-30T09:00,14.0,6.0,33
2022-04-30T10:00,15.5,4.9,17
2022-04-30T11:00,16.4,5.2,348
2022-04-30T12:00,17.1,5.5,337
2022-04-30T13:00,17.5,6.1,310
2022-04-30T14:00,17.7,6.6,311
2022-04-30T15:00,17.7,8.0,324
2022-04-30T16:00,17.4,11.3,333
2022-04-30T17:00,16.5,13.1,344
2022-04-30T18:00,15.4,11.5,4
2022-04-30T19:00,14.1,8.1,32
2022-04-30T20:00,13.3,6.9,51
2022-04-30T21:00,12.7,6.1,50
2022-04-30T22:00,12.0,5.5,58
2022-04-30T23:00,11.3,4.7,99
2022-05-01T00:00,10.8,4.6,135
2022-05-01T01:00,10.1,2.6,124
2022-05-01T02:00,9.7,2.3,72
2022-05-01T03:00,9.3,2.6,74
2022-05-01T04:00,8.8,2.6,34
2022-05-01T05:00,9.0,3.1,45
2022-05-01T06:00,10.2,2.2,81
2022-05-01T07:00,11.7,2.5,8
2022-05-01T08:00,13.3,4.0,10
2022-05-01T09:00,14.7,3.6,360
2022-05-01T10:00,16.1,3.1,21
2022-05-01T11:00,17.3,2.8,40
2022-05-01T12:00,18.3,2.6,34
2022-05-01T13:00,18.8,4.3,24
2022-05-01T14:00,18.8,4.9,17
2022-05-01T15:00,19.1,3.5,24
2022-05-01T16:00,18.8,4.3,5
2022-05-01T17:00,17.9,10.5,8
2022-05-01T18:00,16.7,12.3,32
2022-05-01T19:00,15.9,8.7,45
2022-05-01T20:00,15.5,5.1,39
2022-05-01T21:00,15.1,6.3,24
2022-05-01T22:00,14.4,8.9,40
2022-05-01T23:00,13.4,11.0,38
2022-05-02T00:00,12.4,10.2,48
2022-05-02T01:00,11.9,8.0,72
2022-05-02T02:00,11.2,8.9,40
2022-05-02T03:00,10.4,8.2,38
2022-05-02T04:00,10.1,7.6,65
2022-05-02T05:00,10.1,6.9,47
2022-05-02T06:00,10.6,6.5,34
2022-05-02T07:00,11.9,4.9,36
2022-05-02T08:00,13.3,7.9,357
2022-05-02T09:00,14.7,7.3,11
2022-05-02T10:00,16.7,3.7,29
2022-05-02T11:00,18.2,2.9,300
2022-05-02T12:00,18.5,6.7,286
2022-05-02T13:00,19.1,9.8,278
2022-05-02T14:00,18.4,11.8,290
2022-05-02T15:00,17.5,14.8,319
2022-05-02T16:00,17.5,8.4,313
2022-05-02T17:00,17.6,12.3,277
2022-05-02T18:00,16.6,10.9,279
2022-05-02T19:00,15.4,9.5,299
2022-05-02T20:00,14.2,6.6,299
2022-05-02T21:00,13.4,5.5,293
2022-05-02T22:00,12.8,5.1,274
2022-05-02T23:00,12.2,5.4,250
2022-05-03T00:00,11.7,6.3,239
2022-05-03T01:00,11.0,7.9,246
2022-05-03T02:00,10.4,8.7,253
2022-05-03T03:00,9.8,10.1,268
2022-05-03T04:00,9.1,10.7,284
2022-05-03T05:00,9.0,9.0,299
2022-05-03T06:00,9.8,10.2,321
2022-05-03T07:00,9.9,10.8,307
2022-05-03T08:00,11.9,12.6,301
2022-05-03T09:00,13.8,14.7,301
2022-05-03T10:00,14.9,17.8,302
2022-05-03T11:00,15.7,17.7,303
2022-05-03T12:00,16.3,16.3,305
2022-05-03T13:00,16.9,15.9,308
2022-05-03T14:00,17.1,15.6,310
2022-05-03T15:00,17.2,15.5,312
2022-05-03T16:00,16.7,16.4,320
2022-05-03T17:00,15.9,15.5,338
2022-05-03T18:00,14.8,13.7,360
2022-05-03T19:00,13.6,10.0,15
2022-05-03T20:00,12.4,11.3,22
2022-05-03T21:00,12.0,11.0,32
2022-05-03T22:00,11.4,9.1,34
2022-05-03T23:00,11.0,9.7,39
2022-05-04T00:00,10.4,9.0,37
2022-05-04T01:00,10.2,8.9,27
2022-05-04T02:00,9.9,9.4,32
2022-05-04T03:00,9.8,8.7,42
2022-05-04T04:00,9.7,8.7,42
2022-05-04T05:00,9.3,11.2,45
2022-05-04T06:00,8.9,13.6,53
2022-05-04T07:00,9.0,13.2,61
2022-05-04T08:00,9.3,12.2,66
2022-05-04T09:00,9.8,12.9,67
2022-05-04T10:00,11.0,12.7,75
2022-05-04T11:00,13.6,10.5,82
2022-05-04T12:00,14.8,9.5,79
2022-05-04T13:00,16.0,9.8,66
2022-05-04T14:00,15.9,11.8,67
2022-05-04T15:00,16.2,13.2,79
2022-05-04T16:00,16.0,13.3,87
2022-05-04T17:00,15.5,13.0,92
2022-05-04T18:00,14.3,14.8,87
2022-05-04T19:00,12.8,15.9,85
2022-05-04T20:00,11.8,16.6,89
2022-05-04T21:00,11.2,16.6,91
2022-05-04T22:00,11.0,14.8,103
2022-05-04T23:00,11.1,14.1,122
2022-05-05T00:00,10.9,14.4,127
2022-05-05T01:00,10.5,15.9,128
2022-05-05T02:00,10.1,16.5,126
2022-05-05T03:00,9.8,15.4,127
2022-05-05T04:00,9.5,15.8,133
2022-05-05T05:00,9.3,15.5,138
2022-05-05T06:00,9.8,17.4,140
2022-05-05T07:00,11.3,18.3,144
2022-05-05T08:00,13.3,15.8,145
2022-05-05T09:00,15.1,14.4,148
2022-05-05T10:00,16.9,13.4,153
2022-05-05T11:00,17.8,12.8,158
2022-05-05T12:00,19.0,14.2,156
2022-05-05T13:00,19.5,15.3,161
2022-05-05T14:00,20.4,14.7,163
2022-05-05T15:00,20.6,14.0,168
2022-05-05T16:00,20.1,12.2,161
2022-05-05T17:00,19.5,11.5,134
2022-05-05T18:00,18.0,14.6,123
2022-05-05T19:00,16.9,17.9,140
2022-05-05T20:00,16.3,17.6,149
2022-05-05T21:00,15.7,15.6,157
2022-05-05T22:00,15.1,15.9,174
2022-05-05T23:00,14.1,10.4,180
2022-05-06T00:00,13.6,7.6,205
2022-05-06T01:00,13.8,5.3,208
2022-05-06T02:00,13.4,6.2,216
2022-05-06T03:00,13.0,5.0,210
2022-05-06T04:00,12.5,6.8,198
2022-05-06T05:00,12.9,5.9,194
2022-05-06T06:00,13.6,7.1,221
2022-05-06T07:00,13.2,7.3,250
2022-05-06T08:00,12.4,8.4,277
2022-05-06T09:00,11.8,8.0,288
2022-05-06T10:00,12.2,9.3,298
2022-05-06T11:00,14.4,9.9,316
2022-05-06T12:00,17.2,11.5,319
2022-05-06T13:00,18.4,15.3,297
2022-05-06T14:00,18.5,16.1,290
2022-05-06T15:00,18.5,12.9,283
2022-05-06T16:00,18.9,13.8,276
2022-05-06T17:00,18.2,16.6,270
2022-05-06T18:00,17.1,13.2,296
2022-05-06T19:00,15.3,10.6,342
2022-05-06T20:00,14.1,5.6,333
2022-05-06T21:00,13.3,5.5,328
2022-05-06T22:00,12.6,4.8,333
2022-05-06T23:00,12.1,3.9,326
2022-05-07T00:00,11.6,3.3,276
2022-05-07T01:00,11.2,3.0,284
2022-05-07T02:00,10.8,2.6,286
2022-05-07T03:00,10.3,4.0,275
2022-05-07T04:00,9.8,5.4,274
2022-05-07T05:00,10.1,5.1,274
2022-05-07T06:00,11.6,6.2,280
2022-05-07T07:00,13.3,7.1,285
2022-05-07T08:00,15.0,7.4,284
2022-05-07T09:00,16.5,9.1,279
2022-05-07T10:00,17.8,10.1,272
2022-05-07T11:00,18.7,11.9,268
2022-05-07T12:00,19.1,12.6,273
2022-05-07T13:00,19.0,11.7,281
2022-05-07T14:00,19.0,10.1,287
2022-05-07T15:00,18.9,8.0,280
2022-05-07T16:00,18.4,7.6,273
2022-05-07T17:00,17.8,8.0,265
2022-05-07T18:00,17.5,7.6,262
2022-05-07T19:00,16.8,7.3,261
2022-05-07T20:00,15.6,7.5,253
2022-05-07T21:00,14.8,7.1,246
2022-05-07T22:00,15.2,6.6,248
2022-05-07T23:00,15.0,7.4,309
2022-05-08T00:00,14.5,4.6,342
2022-05-08T01:00,13.1,4.7,247
2022-05-08T02:00,13.0,7.3,250
2022-05-08T03:00,13.1,6.8,270
2022-05-08T04:00,12.9,5.7,252
2022-05-08T05:00,12.8,6.3,294
2022-05-08T06:00,12.8,5.4,290
2022-05-08T07:00,13.6,5.0,300
2022-05-08T08:00,14.4,6.4,313
2022-05-08T09:00,15.4,7.9,317
2022-05-08T10:00,17.2,8.4,317
2022-05-08T11:00,18.7,10.7,318
2022-05-08T12:00,19.0,13.0,312
2022-05-08T13:00,18.8,14.6,303
2022-05-08T14:00,19.1,14.1,302
2022-05-08T15:00,19.3,15.5,318
2022-05-08T16:00,17.7,16.5,340
2022-05-08T17:00,16.6,13.8,6
2022-05-08T18:00,16.5,10.5,356
2022-05-08T19:00,16.1,10.9,352
2022-05-08T20:00,14.6,13.0,19
2022-05-08T21:00,13.4,14.8,29
2022-05-08T22:00,12.4,12.9,23
2022-05-08T23:00,11.6,11.4,28
2022-05-09T00:00,10.7,11.2,33
2022-05-09T01:00,10.1,10.7,40
2022-05-09T02:00,9.6,11.2,48
2022-05-09T03:00,9.2,12.3,50
2022-05-09T04:00,8.6,12.2,56
2022-05-09T05:00,8.6,13.9,59
2022-05-09T06:00,9.6,14.9,70
2022-05-09T07:00,11.0,16.6,68
2022-05-09T08:00,12.4,16.5,70
2022-05-09T09:00,13.8,15.9,72
2022-05-09T10:00,14.8,15.0,73
2022-05-09T11:00,15.7,14.1,71
2022-05-09T12:00,16.4,13.2,68
2022-05-09T13:00,17.0,13.6,58
2022-05-09T14:00,17.2,13.6,58
2022-05-09T15:00,17.2,13.1,58
2022-05-09T16:00,17.0,13.7,60
2022-05-09T17:00,16.3,14.3,65
2022-05-09T18:00,15.2,13.7,67
2022-05-09T19:00,14.1,11.8,70
2022-05-09T20:00,12.8,11.7,79
2022-05-09T21:00,11.6,10.9,82
2022-05-09T22:00,10.8,9.0,88
2022-05-09T23:00,10.2,8.6,92
2022-05-10T00:00,9.5,9.1,99
2022-05-10T01:00,8.9,7.9,114
2022-05-10T02:00,8.4,7.0,125
2022-05-10T03:00,8.0,6.8,122
2022-05-10T04:00,7.5,6.8,122
2022-05-10T05:00,8.0,7.9,129
2022-05-10T06:00,9.5,8.2,131
2022-05-10T07:00,11.4,8.4,137
2022-05-10T08:00,13.4,7.8,146
2022-05-10T09:00,15.0,8.2,157
2022-05-10T10:00,16.4,8.0,170
2022-05-10T11:00,17.3,8.4,173
2022-05-10T12:00,18.0,10.2,170
2022-05-10T13:00,18.8,10.5,172
2022-05-10T14:00,19.2,11.5,178
2022-05-10T15:00,19.3,11.6,185
2022-05-10T16:00,19.2,11.2,184
2022-05-10T17:00,18.6,10.9,188
2022-05-10T18:00,17.7,9.5,169
2022-05-10T19:00,16.2,8.4,149
2022-05-10T20:00,14.8,9.5,143
2022-05-10T21:00,14.0,10.1,153
2022-05-10T22:00,13.4,10.8,154
2022-05-10T23:00,12.9,12.8,158
2022-05-11T00:00,12.5,13.0,166
